Date,Temp
7/15/2020 14:00,26.683
7/15/2020 14:30,18.711
7/15/2020 15:00,17.284
7/15/2020 15:30,17.189
7/15/2020 16:00,16.999
7/15/2020 16:30,16.999
7/15/2020 17:00,16.903
7/15/2020 17:30,16.808
7/15/2020 18:00,16.618
7/15/2020 18:30,16.523
7/15/2020 19:00,16.046
7/15/2020 19:30,15.569
7/15/2020 20:00,14.996
7/15/2020 20:30,14.804
7/15/2020 21:00,14.23
7/15/2020 21:30,14.038
7/15/2020 22:00,14.134
7/15/2020 22:30,13.846
7/15/2020 23:00,13.654
7/15/2020 23:30,13.846
7/16/2020 0:00,14.23
7/16/2020 0:30,14.517
7/16/2020 1:00,14.804
7/16/2020 1:30,14.613
7/16/2020 2:00,14.709
7/16/2020 2:30,14.9
7/16/2020 3:00,15.091
7/16/2020 3:30,15.282
7/16/2020 4:00,15.091
7/16/2020 4:30,15.187
7/16/2020 5:00,14.996
7/16/2020 5:30,14.9
7/16/2020 6:00,15.091
7/16/2020 6:30,15.569
7/16/2020 7:00,16.332
7/16/2020 7:30,17.284
7/16/2020 8:00,21.76
7/16/2020 8:30,21.187
7/16/2020 9:00,21.664
7/16/2020 9:30,22.142
7/16/2020 10:00,23.292
7/16/2020 10:30,24.158
7/16/2020 11:00,24.835
7/16/2020 11:30,26.977
7/16/2020 12:00,25.805
7/16/2020 12:30,25.513
7/16/2020 13:00,25.61
7/16/2020 13:30,26.097
7/16/2020 14:00,28.06
7/16/2020 14:30,26.195
7/16/2020 15:00,24.158
7/16/2020 15:30,23.581
7/16/2020 16:00,24.062
7/16/2020 16:30,24.738
7/16/2020 17:00,24.062
7/16/2020 17:30,23.773
7/16/2020 18:00,23.484
7/16/2020 18:30,21.951
7/16/2020 19:00,19.377
7/16/2020 19:30,19.092
7/16/2020 20:00,18.901
7/16/2020 20:30,18.806
7/16/2020 21:00,18.616
7/16/2020 21:30,18.236
7/16/2020 22:00,17.95
7/16/2020 22:30,17.76
7/16/2020 23:00,17.855
7/16/2020 23:30,17.855
7/17/2020 0:00,17.665
7/17/2020 0:30,17.189
7/17/2020 1:00,16.808
7/17/2020 1:30,16.618
7/17/2020 2:00,16.427
7/17/2020 2:30,16.141
7/17/2020 3:00,16.046
7/17/2020 3:30,16.046
7/17/2020 4:00,16.237
7/17/2020 4:30,16.332
7/17/2020 5:00,15.951
7/17/2020 5:30,15.76
7/17/2020 6:00,16.046
7/17/2020 6:30,16.427
7/17/2020 7:00,17.189
7/17/2020 7:30,18.426
7/17/2020 8:00,21.569
7/17/2020 8:30,21.664
7/17/2020 9:00,22.812
7/17/2020 9:30,22.908
7/17/2020 10:00,23.292
7/17/2020 10:30,23.677
7/17/2020 11:00,24.641
7/17/2020 11:30,26.977
7/17/2020 12:00,25.61
7/17/2020 12:30,23.773
7/17/2020 13:00,23.388
7/17/2020 13:30,22.621
7/17/2020 14:00,21.76
7/17/2020 14:30,22.046
7/17/2020 15:00,24.545
7/17/2020 15:30,25.222
7/17/2020 16:00,24.835
7/17/2020 16:30,25.125
7/17/2020 17:00,23.869
7/17/2020 17:30,22.621
7/17/2020 18:00,22.717
7/17/2020 18:30,22.525
7/17/2020 19:00,22.333
7/17/2020 19:30,22.046
7/17/2020 20:00,21.569
7/17/2020 20:30,20.805
7/17/2020 21:00,20.043
7/17/2020 21:30,19.567
7/17/2020 22:00,19.092
7/17/2020 22:30,18.616
7/17/2020 23:00,18.331
7/17/2020 23:30,18.14
7/18/2020 0:00,17.76
7/18/2020 0:30,17.57
7/18/2020 1:00,17.475
7/18/2020 1:30,17.379
7/18/2020 2:00,17.379
