Date,Temp
7/15/2020 13:00,28.258
7/15/2020 13:30,28.456
7/15/2020 14:00,26.977
7/15/2020 14:30,25.513
7/15/2020 15:00,25.61
7/15/2020 15:30,21.473
7/15/2020 16:00,19.948
7/15/2020 16:30,19.377
7/15/2020 17:00,19.377
7/15/2020 17:30,19.282
7/15/2020 18:00,18.521
7/15/2020 18:30,18.521
7/15/2020 19:00,16.808
7/15/2020 19:30,15.664
7/15/2020 20:00,14.9
7/15/2020 20:30,14.325
7/15/2020 21:00,13.558
7/15/2020 21:30,13.269
7/15/2020 22:00,12.497
7/15/2020 22:30,11.625
7/15/2020 23:00,12.013
7/15/2020 23:30,12.883
7/16/2020 0:00,13.269
7/16/2020 0:30,13.846
7/16/2020 1:00,13.654
7/16/2020 1:30,13.654
7/16/2020 2:00,13.654
7/16/2020 2:30,14.038
7/16/2020 3:00,13.846
7/16/2020 3:30,14.613
7/16/2020 4:00,14.421
7/16/2020 4:30,14.038
7/16/2020 5:00,13.846
7/16/2020 5:30,13.365
7/16/2020 6:00,13.269
7/16/2020 6:30,13.846
7/16/2020 7:00,14.325
7/16/2020 7:30,14.804
7/16/2020 8:00,15.569
7/16/2020 8:30,16.903
7/16/2020 9:00,19.282
7/16/2020 9:30,21.378
7/16/2020 10:00,25.708
7/16/2020 10:30,27.075
7/16/2020 11:00,25.513
7/16/2020 11:30,27.272
7/16/2020 12:00,26.585
7/16/2020 12:30,26.879
7/16/2020 13:00,27.272
7/16/2020 13:30,27.37
7/16/2020 14:00,28.655
7/16/2020 14:30,28.357
7/16/2020 15:00,24.931
7/16/2020 15:30,25.125
7/16/2020 16:00,25.416
7/16/2020 16:30,28.953
7/16/2020 17:00,26.195
7/16/2020 17:30,25.125
7/16/2020 18:00,23.869
7/16/2020 18:30,21.569
7/16/2020 19:00,18.426
7/16/2020 19:30,18.426
7/16/2020 20:00,17.95
7/16/2020 20:30,17.475
7/16/2020 21:00,17.189
7/16/2020 21:30,16.523
7/16/2020 22:00,16.141
7/16/2020 22:30,16.141
7/16/2020 23:00,16.427
7/16/2020 23:30,16.332
7/17/2020 0:00,16.046
7/17/2020 0:30,15.187
7/17/2020 1:00,14.804
7/17/2020 1:30,14.804
7/17/2020 2:00,14.517
7/17/2020 2:30,14.23
7/17/2020 3:00,14.325
7/17/2020 3:30,14.613
7/17/2020 4:00,14.421
7/17/2020 4:30,14.421
7/17/2020 5:00,14.804
7/17/2020 5:30,14.9
7/17/2020 6:00,14.804
7/17/2020 6:30,15.282
7/17/2020 7:00,16.141
7/17/2020 7:30,16.713
7/17/2020 8:00,17.094
7/17/2020 8:30,18.331
7/17/2020 9:00,21.187
7/17/2020 9:30,23.004
7/17/2020 10:00,25.028
7/17/2020 10:30,25.028
7/17/2020 11:00,26.195
7/17/2020 11:30,27.961
7/17/2020 12:00,26.683
7/17/2020 12:30,24.255
7/17/2020 13:00,24.158
7/17/2020 13:30,22.717
7/17/2020 14:00,21.569
7/17/2020 14:30,24.062
7/17/2020 15:00,30.154
7/17/2020 15:30,29.752
7/17/2020 16:00,27.961
7/17/2020 16:30,29.853
7/17/2020 17:00,26.488
7/17/2020 17:30,24.158
7/17/2020 18:00,23.581
7/17/2020 18:30,23.004
7/17/2020 19:00,22.621
7/17/2020 19:30,22.717
7/17/2020 20:00,21.664
7/17/2020 20:30,19.853
7/17/2020 21:00,18.331
7/17/2020 21:30,17.475
7/17/2020 22:00,17.189
7/17/2020 22:30,16.523
7/17/2020 23:00,16.523
7/17/2020 23:30,16.332
7/18/2020 0:00,15.569
7/18/2020 0:30,15.664
7/18/2020 1:00,15.664
7/18/2020 1:30,15.664
7/18/2020 2:00,15.76
7/18/2020 2:30,15.76
7/18/2020 3:00,15.664
7/18/2020 3:30,15.664
7/18/2020 4:00,15.855
7/18/2020 4:30,15.951
7/18/2020 5:00,15.76
7/18/2020 5:30,15.378
7/18/2020 6:00,15.473
7/18/2020 6:30,15.664
7/18/2020 7:00,16.237
7/18/2020 7:30,17.57
7/18/2020 8:00,17.76
7/18/2020 8:30,18.806
7/18/2020 9:00,20.996
7/18/2020 9:30,22.812
7/18/2020 10:00,26.585
7/18/2020 10:30,27.567
7/18/2020 11:00,28.357
7/18/2020 11:30,27.665
7/18/2020 12:00,28.456
