Date,Temp
7/20/2020 15:00,29.252
7/20/2020 15:30,26.488
7/20/2020 16:00,27.764
7/20/2020 16:30,26.977
7/20/2020 17:00,26.195
7/20/2020 17:30,29.953
7/20/2020 18:00,28.06
7/20/2020 18:30,31.472
7/20/2020 19:00,25.805
7/20/2020 19:30,23.581
7/20/2020 20:00,22.908
7/20/2020 20:30,20.805
7/20/2020 21:00,19.282
7/20/2020 21:30,18.521
7/20/2020 22:00,18.14
7/20/2020 22:30,17.379
7/20/2020 23:00,16.903
7/20/2020 23:30,16.903
7/21/2020 0:00,16.332
7/21/2020 0:30,15.569
7/21/2020 1:00,15.569
7/21/2020 1:30,14.996
7/21/2020 2:00,14.517
7/21/2020 2:30,14.421
7/21/2020 3:00,14.134
7/21/2020 3:30,13.942
7/21/2020 4:00,12.497
7/21/2020 4:30,12.497
7/21/2020 5:00,12.013
7/21/2020 5:30,11.528
7/21/2020 6:00,11.625
7/21/2020 6:30,12.69
7/21/2020 7:00,15.091
7/21/2020 7:30,17.475
7/21/2020 8:00,18.901
7/21/2020 8:30,25.513
7/21/2020 9:00,25.416
7/21/2020 9:30,26.585
7/21/2020 10:00,27.37
7/21/2020 10:30,26.977
7/21/2020 11:00,27.075
7/21/2020 11:30,27.468
7/21/2020 12:00,28.258
7/21/2020 12:30,28.258
7/21/2020 13:00,26.879
7/21/2020 13:30,21.855
7/21/2020 14:00,18.236
7/21/2020 14:30,18.711
7/21/2020 15:00,18.236
7/21/2020 15:30,18.331
7/21/2020 16:00,18.996
7/21/2020 16:30,19.187
7/21/2020 17:00,21.473
7/21/2020 17:30,24.641
7/21/2020 18:00,26.488
7/21/2020 18:30,20.043
7/21/2020 19:00,19.472
7/21/2020 19:30,23.1
7/21/2020 20:00,20.138
7/21/2020 20:30,17.95
7/21/2020 21:00,17.855
7/21/2020 21:30,16.999
7/21/2020 22:00,16.046
7/21/2020 22:30,14.9
7/21/2020 23:00,14.804
7/21/2020 23:30,14.613
7/22/2020 0:00,14.134
7/22/2020 0:30,14.038
7/22/2020 1:00,13.558
7/22/2020 1:30,13.173
7/22/2020 2:00,13.076
7/22/2020 2:30,13.365
7/22/2020 3:00,13.461
7/22/2020 3:30,12.787
7/22/2020 4:00,12.401
7/22/2020 4:30,12.11
7/22/2020 5:00,12.207
7/22/2020 5:30,12.401
7/22/2020 6:00,12.013
