Date,Temp
7/14/2020 13:30,24.738
7/14/2020 14:00,19.092
7/14/2020 14:30,18.521
7/14/2020 15:00,20.043
7/14/2020 15:30,17.57
7/14/2020 16:00,19.472
7/14/2020 16:30,18.901
7/14/2020 17:00,16.237
7/14/2020 17:30,15.378
7/14/2020 18:00,15.473
7/14/2020 18:30,17.57
7/14/2020 19:00,17.189
7/14/2020 19:30,16.618
7/14/2020 20:00,14.996
7/14/2020 20:30,13.846
7/14/2020 21:00,13.076
7/14/2020 21:30,12.883
7/14/2020 22:00,12.304
7/14/2020 22:30,12.98
7/14/2020 23:00,13.75
7/14/2020 23:30,13.461
7/15/2020 0:00,13.558
7/15/2020 0:30,13.558
7/15/2020 1:00,13.173
7/15/2020 1:30,11.528
7/15/2020 2:00,10.651
7/15/2020 2:30,11.236
7/15/2020 3:00,12.013
7/15/2020 3:30,11.819
7/15/2020 4:00,11.916
7/15/2020 4:30,12.207
7/15/2020 5:00,11.722
7/15/2020 5:30,10.846
7/15/2020 6:00,10.553
7/15/2020 6:30,12.304
7/15/2020 7:00,14.613
7/15/2020 7:30,28.655
7/15/2020 8:00,31.472
7/15/2020 8:30,33.953
7/15/2020 9:00,33.43
7/15/2020 9:30,24.448
7/15/2020 10:00,24.062
7/15/2020 10:30,22.717
7/15/2020 11:00,22.142
7/15/2020 11:30,20.234
7/15/2020 12:00,21.378
7/15/2020 12:30,21.664
7/15/2020 13:00,21.664
7/15/2020 13:30,21.091
7/15/2020 14:00,21.378
7/15/2020 14:30,21.378
7/15/2020 15:00,21.76
7/15/2020 15:30,23.196
7/15/2020 16:00,21.664
7/15/2020 16:30,22.238
7/15/2020 17:00,21.855
7/15/2020 17:30,20.996
7/15/2020 18:00,20.329
7/15/2020 18:30,20.138
7/15/2020 19:00,18.901
7/15/2020 19:30,17.76
7/15/2020 20:00,17.379
7/15/2020 20:30,16.332
7/15/2020 21:00,15.091
7/15/2020 21:30,14.421
7/15/2020 22:00,13.461
7/15/2020 22:30,12.883
7/15/2020 23:00,12.207
7/15/2020 23:30,12.401
7/16/2020 0:00,13.558
7/16/2020 0:30,14.421
7/16/2020 1:00,14.23
7/16/2020 1:30,13.942
7/16/2020 2:00,13.654
7/16/2020 2:30,14.134
7/16/2020 3:00,15.378
7/16/2020 3:30,15.378
7/16/2020 4:00,14.804
7/16/2020 4:30,14.23
7/16/2020 5:00,13.654
7/16/2020 5:30,14.613
7/16/2020 6:00,15.473
7/16/2020 6:30,16.332
7/16/2020 7:00,17.57
7/16/2020 7:30,27.961
7/16/2020 8:00,31.676
7/16/2020 8:30,33.743
7/16/2020 9:00,35.115
7/16/2020 9:30,29.652
7/16/2020 10:00,30.862
7/16/2020 10:30,30.659
7/16/2020 11:00,30.154
7/16/2020 11:30,28.555
7/16/2020 12:00,27.665
7/16/2020 12:30,29.853
7/16/2020 13:00,30.255
7/16/2020 13:30,30.862
7/16/2020 14:00,29.352
7/16/2020 14:30,29.152
7/16/2020 15:00,27.665
7/16/2020 15:30,26.585
7/16/2020 16:00,26.39
7/16/2020 16:30,27.37
7/16/2020 17:00,26.488
7/16/2020 17:30,25.513
7/16/2020 18:00,25.416
7/16/2020 18:30,23.966
7/16/2020 19:00,22.333
7/16/2020 19:30,21.187
7/16/2020 20:00,19.948
7/16/2020 20:30,19.472
7/16/2020 21:00,19.282
7/16/2020 21:30,19.187
7/16/2020 22:00,18.616
7/16/2020 22:30,18.045
7/16/2020 23:00,18.14
7/16/2020 23:30,17.855
7/17/2020 0:00,17.475
7/17/2020 0:30,16.141
7/17/2020 1:00,15.664
7/17/2020 1:30,15.664
7/17/2020 2:00,15.569
7/17/2020 2:30,15.855
7/17/2020 3:00,15.091
7/17/2020 3:30,15.282
7/17/2020 4:00,15.569
7/17/2020 4:30,15.282
7/17/2020 5:00,15.76
7/17/2020 5:30,16.046
7/17/2020 6:00,15.569
7/17/2020 6:30,16.237
7/17/2020 7:00,18.996
7/17/2020 7:30,30.659
7/17/2020 8:00,35.115
7/17/2020 8:30,36.079
7/17/2020 9:00,37.055
7/17/2020 9:30,32.704
7/17/2020 10:00,27.665
7/17/2020 10:30,28.357
7/17/2020 11:00,26.097
7/17/2020 11:30,26.585
7/17/2020 12:00,28.06
7/17/2020 12:30,25.902
7/17/2020 13:00,26.683
7/17/2020 13:30,25.513
7/17/2020 14:00,25.708
7/17/2020 14:30,25.028
7/17/2020 15:00,25.222
7/17/2020 15:30,25.416
7/17/2020 16:00,26.195
7/17/2020 16:30,28.853
7/17/2020 17:00,27.075
7/17/2020 17:30,23.869
7/17/2020 18:00,24.158
7/17/2020 18:30,24.255
7/17/2020 19:00,23.581
7/17/2020 19:30,23.1
7/17/2020 20:00,22.238
7/17/2020 20:30,20.901
7/17/2020 21:00,19.377
7/17/2020 21:30,18.806
7/17/2020 22:00,19.092
7/17/2020 22:30,18.996
7/17/2020 23:00,18.901
7/17/2020 23:30,18.711
7/18/2020 0:00,18.14
7/18/2020 0:30,17.665
7/18/2020 1:00,17.76
7/18/2020 1:30,17.855
7/18/2020 2:00,17.76
7/18/2020 2:30,17.855
7/18/2020 3:00,17.76
7/18/2020 3:30,17.379
7/18/2020 4:00,16.808
7/18/2020 4:30,16.713
7/18/2020 5:00,16.808
7/18/2020 5:30,16.332
7/18/2020 6:00,14.996
7/18/2020 6:30,16.903
7/18/2020 7:00,20.043
7/18/2020 7:30,31.778
7/18/2020 8:00,35.435
7/18/2020 8:30,35.971
7/18/2020 9:00,35.971
7/18/2020 9:30,32.291
7/18/2020 10:00,31.778
7/18/2020 10:30,31.778
7/18/2020 11:00,31.37
7/18/2020 11:30,31.676
7/18/2020 12:00,30.457
7/18/2020 12:30,29.552
7/18/2020 13:00,30.457
7/18/2020 13:30,30.963
7/18/2020 14:00,31.574
7/18/2020 14:30,29.752
7/18/2020 15:00,26.781
7/18/2020 15:30,28.159
7/18/2020 16:00,30.356
7/18/2020 16:30,29.953
7/18/2020 17:00,27.961
7/18/2020 17:30,24.641
7/18/2020 18:00,23.677
7/18/2020 18:30,21.569
7/18/2020 19:00,21.282
7/18/2020 19:30,19.948
7/18/2020 20:00,19.948
7/18/2020 20:30,19.282
7/18/2020 21:00,18.711
7/18/2020 21:30,18.236
7/18/2020 22:00,17.76
7/18/2020 22:30,18.14
7/18/2020 23:00,17.189
7/18/2020 23:30,16.141
7/19/2020 0:00,15.855
7/19/2020 0:30,15.664
7/19/2020 1:00,14.9
7/19/2020 1:30,14.996
7/19/2020 2:00,14.517
7/19/2020 2:30,14.038
7/19/2020 3:00,13.461
7/19/2020 3:30,13.173
7/19/2020 4:00,12.594
7/19/2020 4:30,12.401
7/19/2020 5:00,12.98
7/19/2020 5:30,14.23
7/19/2020 6:00,14.134
7/19/2020 6:30,15.473
7/19/2020 7:00,21.282
7/19/2020 7:30,20.901
7/19/2020 8:00,21.569
7/19/2020 8:30,22.333
7/19/2020 9:00,26.585
7/19/2020 9:30,32.704
7/19/2020 10:00,27.862
7/19/2020 10:30,27.37
7/19/2020 11:00,29.552
7/19/2020 11:30,30.054
7/19/2020 12:00,27.567
7/19/2020 12:30,29.452
7/19/2020 13:00,30.457
7/19/2020 13:30,27.075
7/19/2020 14:00,25.902
7/19/2020 14:30,24.255
7/19/2020 15:00,22.908
7/19/2020 15:30,17.855
7/19/2020 16:00,20.138
7/19/2020 16:30,21.091
7/19/2020 17:00,21.76
7/19/2020 17:30,21.091
7/19/2020 18:00,20.615
7/19/2020 18:30,21.664
7/19/2020 19:00,20.424
7/19/2020 19:30,18.901
7/19/2020 20:00,18.045
7/19/2020 20:30,16.903
7/19/2020 21:00,16.046
7/19/2020 21:30,16.427
7/19/2020 22:00,17.76
7/19/2020 22:30,17.094
7/19/2020 23:00,18.045
7/19/2020 23:30,18.14
7/20/2020 0:00,17.379
7/20/2020 0:30,17.379
7/20/2020 1:00,16.903
7/20/2020 1:30,16.046
7/20/2020 2:00,17.284
7/20/2020 2:30,16.999
7/20/2020 3:00,16.903
7/20/2020 3:30,17.57
7/20/2020 4:00,17.094
7/20/2020 4:30,16.999
7/20/2020 5:00,16.046
7/20/2020 5:30,13.846
7/20/2020 6:00,13.269
7/20/2020 6:30,13.558
7/20/2020 7:00,20.043
7/20/2020 7:30,30.659
7/20/2020 8:00,34.479
7/20/2020 8:30,35.542
7/20/2020 9:00,35.649
7/20/2020 9:30,30.054
7/20/2020 10:00,30.054
7/20/2020 10:30,29.053
7/20/2020 11:00,28.953
7/20/2020 11:30,29.152
7/20/2020 12:00,28.357
7/20/2020 12:30,26.292
7/20/2020 13:00,25.222
7/20/2020 13:30,25.805
7/20/2020 14:00,26.195
7/20/2020 14:30,26.195
7/20/2020 15:00,26.683
7/20/2020 15:30,28.159
7/20/2020 16:00,29.652
7/20/2020 16:30,29.752
7/20/2020 17:00,29.552
7/20/2020 17:30,24.738
7/20/2020 18:00,23.292
7/20/2020 18:30,21.951
7/20/2020 19:00,20.805
7/20/2020 19:30,20.519
7/20/2020 20:00,19.282
7/20/2020 20:30,17.57
7/20/2020 21:00,16.523
7/20/2020 21:30,15.76
7/20/2020 22:00,15.187
7/20/2020 22:30,14.709
7/20/2020 23:00,14.421
7/20/2020 23:30,14.134
7/21/2020 0:00,14.996
7/21/2020 0:30,15.091
7/21/2020 1:00,14.709
7/21/2020 1:30,14.9
7/21/2020 2:00,13.942
7/21/2020 2:30,13.173
7/21/2020 3:00,12.69
7/21/2020 3:30,12.69
7/21/2020 4:00,12.98
7/21/2020 4:30,11.819
7/21/2020 5:00,11.528
7/21/2020 5:30,11.041
7/21/2020 6:00,11.139
7/21/2020 6:30,12.11
7/21/2020 7:00,17.95
7/21/2020 7:30,25.028
7/21/2020 8:00,29.053
7/21/2020 8:30,30.154
7/21/2020 9:00,30.457
7/21/2020 9:30,27.961
7/21/2020 10:00,27.37
7/21/2020 10:30,26
7/21/2020 11:00,25.416
7/21/2020 11:30,24.545
7/21/2020 12:00,24.255
7/21/2020 12:30,23.869
7/21/2020 13:00,23.966
7/21/2020 13:30,24.351
7/21/2020 14:00,24.255
7/21/2020 14:30,24.738
7/21/2020 15:00,24.931
7/21/2020 15:30,26.488
7/21/2020 16:00,26.781
7/21/2020 16:30,25.319
7/21/2020 17:00,26.781
7/21/2020 17:30,27.764
7/21/2020 18:00,25.125
7/21/2020 18:30,23.196
7/21/2020 19:00,22.333
7/21/2020 19:30,21.187
7/21/2020 20:00,19.948
7/21/2020 20:30,18.426
7/21/2020 21:00,17.189
7/21/2020 21:30,16.427
7/21/2020 22:00,15.951
7/21/2020 22:30,16.618
7/21/2020 23:00,15.282
7/21/2020 23:30,14.421
7/22/2020 0:00,15.091
7/22/2020 0:30,14.038
7/22/2020 1:00,13.654
7/22/2020 1:30,12.401
7/22/2020 2:00,11.625
7/22/2020 2:30,11.431
7/22/2020 3:00,11.139
7/22/2020 3:30,10.553
7/22/2020 4:00,10.161
7/22/2020 4:30,11.819
7/22/2020 5:00,12.401
7/22/2020 5:30,13.75
7/22/2020 6:00,14.038
7/22/2020 6:30,16.046
7/22/2020 7:00,20.138
7/22/2020 7:30,26.585
7/22/2020 8:00,28.555
7/22/2020 8:30,27.567
7/22/2020 9:00,27.567
7/22/2020 9:30,30.054
7/22/2020 10:00,30.255
7/22/2020 10:30,30.457
7/22/2020 11:00,30.457
7/22/2020 11:30,30.054
7/22/2020 12:00,31.064
7/22/2020 12:30,31.574
7/22/2020 13:00,31.166
7/22/2020 13:30,29.452
7/22/2020 14:00,28.258
7/22/2020 14:30,27.961
7/22/2020 15:00,31.166
7/22/2020 15:30,27.272
7/22/2020 16:00,24.255
7/22/2020 16:30,23.388
7/22/2020 17:00,22.621
7/22/2020 17:30,23.004
7/22/2020 18:00,22.525
7/22/2020 18:30,21.378
7/22/2020 19:00,18.901
7/22/2020 19:30,17.76
7/22/2020 20:00,17.189
7/22/2020 20:30,16.999
7/22/2020 21:00,16.618
7/22/2020 21:30,16.427
7/22/2020 22:00,15.664
7/22/2020 22:30,15.378
7/22/2020 23:00,15.187
7/22/2020 23:30,14.517
7/23/2020 0:00,15.378
7/23/2020 0:30,16.332
7/23/2020 1:00,16.713
7/23/2020 1:30,16.713
7/23/2020 2:00,16.713
7/23/2020 2:30,16.427
7/23/2020 3:00,16.332
7/23/2020 3:30,16.332
7/23/2020 4:00,16.808
7/23/2020 4:30,16.713
7/23/2020 5:00,16.332
7/23/2020 5:30,14.325
7/23/2020 6:00,13.461
7/23/2020 6:30,14.038
7/23/2020 7:00,17.379
