Date,Temp
7/21/2020 7:00,11.139
7/21/2020 7:30,11.916
7/21/2020 8:00,12.69
7/21/2020 8:30,17.284
7/21/2020 9:00,19.472
7/21/2020 9:30,19.187
7/21/2020 10:00,20.805
7/21/2020 10:30,23.677
7/21/2020 11:00,27.665
7/21/2020 11:30,28.853
7/21/2020 12:00,32.188
7/21/2020 12:30,30.356
7/21/2020 13:00,28.555
7/21/2020 13:30,20.996
7/21/2020 14:00,18.045
7/21/2020 14:30,16.903
7/21/2020 15:00,15.664
7/21/2020 15:30,15.855
7/21/2020 16:00,16.523
7/21/2020 16:30,19.948
7/21/2020 17:00,24.255
7/21/2020 17:30,24.641
7/21/2020 18:00,23.773
7/21/2020 18:30,21.76
7/21/2020 19:00,21.76
7/21/2020 19:30,21.378
7/21/2020 20:00,20.043
7/21/2020 20:30,18.616
7/21/2020 21:00,17.189
7/21/2020 21:30,16.046
7/21/2020 22:00,15.091
7/21/2020 22:30,14.134
7/21/2020 23:00,13.558
7/21/2020 23:30,13.076
7/22/2020 0:00,12.304
7/22/2020 0:30,12.304
7/22/2020 1:00,11.819
7/22/2020 1:30,11.334
7/22/2020 2:00,10.846
7/22/2020 2:30,10.455
7/22/2020 3:00,10.357
7/22/2020 3:30,9.965
7/22/2020 4:00,9.965
7/22/2020 4:30,9.669
7/22/2020 5:00,9.472
7/22/2020 5:30,9.472
7/22/2020 6:00,9.472
7/22/2020 6:30,9.768
7/22/2020 7:00,11.041
7/22/2020 7:30,12.11
7/22/2020 8:00,12.883
7/22/2020 8:30,15.76
7/22/2020 9:00,16.808
7/22/2020 9:30,19.092
7/22/2020 10:00,22.046
7/22/2020 10:30,23.869
7/22/2020 11:00,27.665
7/22/2020 11:30,28.357
7/22/2020 12:00,30.76
7/22/2020 12:30,32.394
7/22/2020 13:00,31.676
7/22/2020 13:30,30.558
7/22/2020 14:00,31.983
7/22/2020 14:30,29.752
7/22/2020 15:00,29.053
7/22/2020 15:30,27.567
7/22/2020 16:00,27.764
7/22/2020 16:30,26.585
7/22/2020 17:00,24.351
7/22/2020 17:30,23.966
7/22/2020 18:00,24.255
7/22/2020 18:30,24.738
7/22/2020 19:00,23.773
7/22/2020 19:30,22.717
7/22/2020 20:00,20.996
7/22/2020 20:30,19.282
7/22/2020 21:00,18.426
7/22/2020 21:30,17.76
7/22/2020 22:00,16.999
7/22/2020 22:30,16.903
7/22/2020 23:00,17.094
7/22/2020 23:30,16.903
7/23/2020 0:00,16.618
7/23/2020 0:30,16.523
7/23/2020 1:00,15.855
7/23/2020 1:30,15.091
7/23/2020 2:00,14.9
7/23/2020 2:30,15.951
7/23/2020 3:00,16.427
7/23/2020 3:30,16.808
7/23/2020 4:00,16.618
7/23/2020 4:30,16.141
7/23/2020 5:00,15.378
7/23/2020 5:30,14.325
7/23/2020 6:00,13.654
7/23/2020 6:30,13.558
7/23/2020 7:00,13.846
7/23/2020 7:30,14.421
7/23/2020 8:00,15.664
7/23/2020 8:30,17.284
7/23/2020 9:00,20.138
7/23/2020 9:30,21.091
7/23/2020 10:00,22.717
7/23/2020 10:30,24.545
7/23/2020 11:00,26.781
7/23/2020 11:30,27.862
7/23/2020 12:00,30.659
7/23/2020 12:30,30.659
7/23/2020 13:00,27.468
7/23/2020 13:30,27.272
7/23/2020 14:00,29.953
7/23/2020 14:30,30.862
7/23/2020 15:00,27.862
7/23/2020 15:30,26.097
7/23/2020 16:00,30.659
7/23/2020 16:30,29.452
7/23/2020 17:00,30.659
7/23/2020 17:30,28.754
7/23/2020 18:00,26.781
7/23/2020 18:30,25.61
7/23/2020 19:00,24.158
7/23/2020 19:30,23.004
7/23/2020 20:00,22.429
7/23/2020 20:30,21.569
7/23/2020 21:00,18.616
7/23/2020 21:30,16.523
7/23/2020 22:00,16.237
7/23/2020 22:30,16.237
7/23/2020 23:00,15.855
7/23/2020 23:30,15.187
7/24/2020 0:00,14.517
7/24/2020 0:30,13.654
7/24/2020 1:00,12.883
7/24/2020 1:30,12.594
7/24/2020 2:00,12.497
7/24/2020 2:30,12.69
7/24/2020 3:00,13.076
7/24/2020 3:30,13.269
